frame_number, top, right, bottom, left, height, width
00714, 121, 671, 239, 553, 118, 118
00715, 121, 671, 239, 553, 118, 118
00716, 121, 671, 239, 553, 118, 118
00717, 121, 671, 239, 553, 118, 118
00718, 109, 671, 227, 553, 118, 118
00719, 109, 671, 227, 553, 118, 118
00720, 109, 659, 227, 541, 118, 118
00721, 121, 671, 239, 553, 118, 118
00722, 121, 671, 239, 553, 118, 118
00723, 109, 659, 227, 541, 118, 118
00724, 109, 659, 227, 541, 118, 118
00725, 109, 659, 227, 541, 118, 118
00726, 109, 659, 227, 541, 118, 118
00727, 109, 659, 227, 541, 118, 118
00728, 109, 659, 227, 541, 118, 118
00729, 109, 659, 227, 541, 118, 118
00730, 109, 659, 227, 541, 118, 118
00731, 109, 659, 227, 541, 118, 118
00732, 109, 659, 227, 541, 118, 118
00733, 109, 659, 227, 541, 118, 118
00734, 109, 659, 227, 541, 118, 118
00735, 109, 659, 227, 541, 118, 118
00736, 109, 659, 227, 541, 118, 118
00737, 109, 659, 227, 541, 118, 118
00738, 109, 659, 227, 541, 118, 118
00739, 109, 659, 227, 541, 118, 118
00740, 109, 659, 227, 541, 118, 118
00741, 109, 659, 227, 541, 118, 118
00742, 92, 679, 233, 537, 141, 142
00743, 97, 659, 215, 541, 118, 118
00744, 109, 659, 227, 541, 118, 118
00745, 109, 659, 227, 541, 118, 118
00746, 109, 659, 227, 541, 118, 118
00747, 109, 659, 227, 541, 118, 118
00748, 109, 659, 227, 541, 118, 118
00749, 109, 659, 227, 541, 118, 118
00750, 109, 659, 227, 541, 118, 118
00751, 109, 659, 227, 541, 118, 118
00752, 109, 659, 227, 541, 118, 118
00753, 109, 659, 227, 541, 118, 118
00754, 109, 659, 227, 541, 118, 118
00755, 109, 659, 227, 541, 118, 118
00756, 109, 659, 227, 541, 118, 118
00757, 109, 659, 227, 541, 118, 118
00758, 109, 659, 227, 541, 118, 118
00759, 109, 659, 227, 541, 118, 118
00760, 92, 679, 233, 537, 141, 142
00761, 92, 679, 233, 537, 141, 142
00762, 92, 679, 233, 537, 141, 142
00763, 92, 679, 233, 537, 141, 142
00764, 97, 659, 215, 541, 118, 118
00765, 97, 659, 215, 541, 118, 118
00766, 97, 659, 215, 541, 118, 118
00767, 97, 659, 215, 541, 118, 118
00768, 97, 659, 215, 541, 118, 118
00769, 97, 659, 215, 541, 118, 118
00770, 97, 659, 215, 541, 118, 118
00771, 109, 647, 227, 530, 118, 117
00772, 109, 647, 227, 530, 118, 117
00773, 97, 659, 215, 541, 118, 118
00774, 97, 659, 215, 541, 118, 118
00775, 97, 659, 215, 541, 118, 118
00776, 109, 659, 227, 541, 118, 118
00777, 109, 659, 227, 541, 118, 118
00778, 109, 659, 227, 541, 118, 118
00779, 109, 659, 227, 541, 118, 118
00780, 109, 659, 227, 541, 118, 118
00781, 92, 664, 233, 523, 141, 141
00782, 109, 659, 227, 541, 118, 118
00783, 109, 659, 227, 541, 118, 118
00784, 109, 659, 227, 541, 118, 118
00785, 109, 659, 227, 541, 118, 118
00786, 109, 659, 227, 541, 118, 118
00787, 109, 659, 227, 541, 118, 118
00788, 109, 671, 227, 553, 118, 118
00789, 109, 671, 227, 553, 118, 118
00790, 109, 659, 227, 541, 118, 118
00791, 109, 659, 227, 541, 118, 118
00792, 109, 659, 227, 541, 118, 118
00793, 121, 671, 239, 553, 118, 118
00794, 121, 671, 239, 553, 118, 118
00795, 121, 671, 239, 553, 118, 118
00796, 109, 671, 227, 553, 118, 118
00797, 109, 671, 227, 553, 118, 118
00798, 109, 671, 227, 553, 118, 118
00799, 109, 671, 227, 553, 118, 118
00800, 109, 671, 227, 553, 118, 118
00801, 97, 671, 215, 553, 118, 118
00802, 97, 671, 215, 553, 118, 118
00803, 97, 671, 215, 553, 118, 118
00804, 97, 671, 215, 553, 118, 118
00805, 97, 671, 215, 553, 118, 118
00806, 97, 671, 215, 553, 118, 118
00807, 97, 671, 215, 553, 118, 118
00808, 97, 671, 215, 553, 118, 118
00809, 97, 671, 215, 553, 118, 118
00810, 97, 671, 215, 553, 118, 118
00811, 97, 671, 215, 553, 118, 118
00812, 97, 671, 215, 553, 118, 118
00813, 97, 671, 215, 553, 118, 118
00814, 97, 671, 215, 553, 118, 118
00815, 97, 671, 215, 553, 118, 118
00816, 109, 671, 227, 553, 118, 118
00817, 109, 671, 227, 553, 118, 118
00818, 109, 671, 227, 553, 118, 118
00819, 109, 671, 227, 553, 118, 118
00820, 109, 671, 227, 553, 118, 118
00821, 109, 671, 227, 553, 118, 118
00822, 109, 671, 227, 553, 118, 118
00823, 109, 671, 227, 553, 118, 118
00824, 109, 671, 227, 553, 118, 118
00825, 109, 671, 227, 553, 118, 118
00826, 109, 671, 227, 553, 118, 118
00827, 109, 671, 227, 553, 118, 118
00828, 109, 671, 227, 553, 118, 118
00829, 109, 671, 227, 553, 118, 118
00830, 109, 671, 227, 553, 118, 118
00831, 109, 671, 227, 553, 118, 118
00832, 109, 671, 227, 553, 118, 118
00833, 109, 671, 227, 553, 118, 118
00834, 109, 671, 227, 553, 118, 118
00835, 109, 671, 227, 553, 118, 118
00836, 109, 671, 227, 553, 118, 118
00837, 121, 671, 239, 553, 118, 118
00838, 121, 671, 239, 553, 118, 118
00839, 121, 671, 239, 553, 118, 118
00840, 97, 659, 215, 541, 118, 118
00841, 97, 659, 215, 541, 118, 118
00842, 97, 659, 215, 541, 118, 118
00843, 109, 659, 227, 541, 118, 118
00844, 109, 659, 227, 541, 118, 118
00845, 109, 659, 227, 541, 118, 118
00846, 109, 659, 227, 541, 118, 118
00847, 109, 659, 227, 541, 118, 118
00848, 97, 659, 215, 541, 118, 118
00849, 97, 659, 215, 541, 118, 118
00850, 97, 659, 215, 541, 118, 118
00851, 97, 659, 215, 541, 118, 118
00852, 97, 659, 215, 541, 118, 118
00853, 97, 659, 215, 541, 118, 118
00854, 97, 659, 215, 541, 118, 118
00855, 121, 671, 239, 553, 118, 118
00856, 121, 671, 239, 553, 118, 118
00857, 109, 671, 227, 553, 118, 118
00858, 109, 671, 227, 553, 118, 118
00859, 121, 671, 239, 553, 118, 118
00860, 121, 671, 239, 553, 118, 118
00861, 121, 671, 239, 553, 118, 118
00862, 121, 671, 239, 553, 118, 118
00863, 121, 671, 239, 553, 118, 118
00864, 121, 671, 239, 553, 118, 118
00865, 121, 671, 239, 553, 118, 118
00866, 121, 671, 239, 553, 118, 118
00867, 121, 671, 239, 553, 118, 118
00868, 121, 671, 239, 553, 118, 118
00869, 121, 671, 239, 553, 118, 118
00870, 121, 671, 239, 553, 118, 118
00871, 120, 679, 262, 537, 142, 142
00872, 120, 679, 262, 537, 142, 142
00873, 106, 693, 248, 552, 142, 141
00874, 106, 693, 248, 552, 142, 141
00875, 106, 693, 248, 552, 142, 141
00876, 121, 683, 239, 565, 118, 118
00877, 121, 683, 239, 565, 118, 118
00878, 121, 683, 239, 565, 118, 118
00879, 92, 707, 233, 566, 141, 141
00880, 92, 707, 233, 566, 141, 141
00881, 109, 695, 227, 577, 118, 118
00882, 106, 707, 248, 566, 142, 141
00883, 106, 707, 248, 566, 142, 141
00884, 106, 707, 248, 566, 142, 141
00885, 109, 707, 227, 589, 118, 118
00886, 121, 707, 239, 589, 118, 118
00887, 121, 707, 239, 589, 118, 118
00888, 92, 722, 233, 580, 141, 142
00889, 120, 736, 262, 595, 142, 141
00890, 121, 719, 239, 601, 118, 118
00891, 121, 719, 239, 601, 118, 118
00892, 120, 722, 262, 580, 142, 142
00893, 106, 736, 248, 595, 142, 141
00894, 120, 750, 262, 609, 142, 141
00895, 120, 750, 262, 609, 142, 141
00896, 133, 731, 251, 613, 118, 118
00897, 133, 731, 251, 613, 118, 118
00898, 106, 750, 248, 609, 142, 141
00899, 106, 750, 248, 609, 142, 141
00900, 121, 743, 239, 625, 118, 118
00901, 92, 750, 233, 609, 141, 141
00902, 106, 765, 248, 623, 142, 142
00903, 106, 765, 248, 623, 142, 142
00904, 106, 765, 248, 623, 142, 142
00905, 121, 755, 239, 637, 118, 118
00906, 92, 779, 233, 638, 141, 141
00907, 92, 779, 233, 638, 141, 141
00908, 92, 779, 233, 638, 141, 141
00909, 92, 779, 233, 638, 141, 141
00910, 92, 779, 233, 638, 141, 141
00911, 92, 793, 233, 652, 141, 141
00912, 74, 800, 244, 630, 170, 170
00913, 92, 793, 233, 652, 141, 141
00914, 92, 793, 233, 652, 141, 141
00915, 92, 793, 233, 652, 141, 141
00916, 92, 793, 233, 652, 141, 141
00917, 92, 793, 233, 652, 141, 141
00918, 106, 779, 248, 638, 142, 141
00919, 106, 779, 248, 638, 142, 141
00920, 106, 779, 248, 638, 142, 141
00921, 106, 779, 248, 638, 142, 141
00922, 106, 793, 248, 652, 142, 141
00923, 106, 793, 248, 652, 142, 141
00924, 106, 765, 248, 623, 142, 142
00925, 106, 765, 248, 623, 142, 142
00926, 106, 779, 248, 638, 142, 141
00927, 106, 779, 248, 638, 142, 141
00928, 106, 779, 248, 638, 142, 141
00929, 106, 779, 248, 638, 142, 141
00930, 106, 779, 248, 638, 142, 141
00931, 106, 779, 248, 638, 142, 141
00932, 106, 779, 248, 638, 142, 141
00933, 106, 779, 248, 638, 142, 141
00934, 121, 779, 239, 661, 118, 118
00935, 121, 779, 239, 661, 118, 118
00936, 106, 793, 248, 652, 142, 141
00937, 106, 793, 248, 652, 142, 141
00938, 106, 793, 248, 652, 142, 141
00939, 106, 793, 248, 652, 142, 141
00940, 106, 793, 248, 652, 142, 141
00941, 92, 793, 233, 652, 141, 141
00942, 92, 793, 233, 652, 141, 141
00943, 92, 793, 233, 652, 141, 141
00944, 106, 793, 248, 652, 142, 141
00945, 106, 793, 248, 652, 142, 141
00946, 92, 779, 233, 638, 141, 141
00947, 92, 779, 233, 638, 141, 141
00948, 106, 779, 248, 638, 142, 141
00949, 92, 765, 233, 623, 141, 142
00950, 92, 765, 233, 623, 141, 142
00951, 106, 750, 248, 609, 142, 141
00952, 97, 731, 215, 613, 118, 118
00953, 109, 731, 227, 613, 118, 118
00954, 121, 731, 239, 613, 118, 118
00955, 109, 719, 227, 601, 118, 118
00956, 121, 707, 239, 589, 118, 118
00957, 121, 707, 239, 589, 118, 118
00958, 106, 707, 248, 566, 142, 141
00959, 121, 695, 239, 577, 118, 118
00960, 121, 695, 239, 577, 118, 118
00961, 109, 683, 227, 565, 118, 118
00962, 121, 683, 239, 565, 118, 118
00963, 121, 683, 239, 565, 118, 118
00964, 106, 693, 248, 552, 142, 141
00965, 106, 693, 248, 552, 142, 141
00966, 106, 693, 248, 552, 142, 141
00967, 106, 693, 248, 552, 142, 141
00968, 106, 693, 248, 552, 142, 141
00969, 92, 693, 233, 552, 141, 141
00970, 92, 693, 233, 552, 141, 141
00971, 92, 693, 233, 552, 141, 141
00972, 109, 671, 227, 553, 118, 118
00973, 109, 671, 227, 553, 118, 118
00974, 109, 671, 227, 553, 118, 118
00975, 109, 671, 227, 553, 118, 118
00976, 109, 671, 227, 553, 118, 118
00977, 121, 683, 239, 565, 118, 118
00978, 121, 683, 239, 565, 118, 118
00979, 121, 683, 239, 565, 118, 118
00980, 106, 693, 248, 552, 142, 141
00981, 106, 693, 248, 552, 142, 141
00982, 106, 693, 248, 552, 142, 141
00983, 106, 693, 248, 552, 142, 141
00984, 106, 693, 248, 552, 142, 141
00985, 106, 693, 248, 552, 142, 141
00986, 106, 693, 248, 552, 142, 141
00987, 121, 683, 239, 565, 118, 118
00988, 121, 683, 239, 565, 118, 118
00989, 121, 683, 239, 565, 118, 118
00990, 121, 683, 239, 565, 118, 118
00991, 109, 671, 227, 553, 118, 118
00992, 109, 671, 227, 553, 118, 118
00993, 121, 683, 239, 565, 118, 118
00994, 121, 671, 239, 553, 118, 118
00995, 121, 671, 239, 553, 118, 118
00996, 121, 671, 239, 553, 118, 118
00997, 121, 671, 239, 553, 118, 118
00998, 109, 659, 227, 541, 118, 118
00999, 109, 659, 227, 541, 118, 118
01000, 109, 659, 227, 541, 118, 118
01001, 109, 659, 227, 541, 118, 118
01002, 109, 659, 227, 541, 118, 118
01003, 109, 659, 227, 541, 118, 118
01004, 109, 659, 227, 541, 118, 118
01005, 109, 659, 227, 541, 118, 118
01006, 109, 659, 227, 541, 118, 118
01007, 109, 659, 227, 541, 118, 118
01008, 109, 659, 227, 541, 118, 118
01009, 109, 659, 227, 541, 118, 118
01010, 109, 659, 227, 541, 118, 118
01011, 109, 659, 227, 541, 118, 118
01012, 109, 659, 227, 541, 118, 118
01013, 109, 659, 227, 541, 118, 118
01014, 121, 671, 239, 553, 118, 118
01015, 121, 671, 239, 553, 118, 118
01016, 109, 659, 227, 541, 118, 118
01017, 109, 659, 227, 541, 118, 118
01018, 109, 659, 227, 541, 118, 118
01019, 121, 659, 239, 541, 118, 118
01020, 121, 659, 239, 541, 118, 118
01021, 121, 659, 239, 541, 118, 118
01022, 121, 659, 239, 541, 118, 118
01023, 121, 659, 239, 541, 118, 118
01024, 121, 647, 239, 530, 118, 117
01025, 121, 647, 239, 530, 118, 117
01026, 121, 647, 239, 530, 118, 117
01027, 121, 647, 239, 530, 118, 117
01028, 121, 647, 239, 530, 118, 117
01029, 121, 636, 239, 518, 118, 118
01030, 121, 636, 239, 518, 118, 118
01031, 121, 636, 239, 518, 118, 118
01032, 121, 647, 239, 530, 118, 117
01033, 121, 647, 239, 530, 118, 117
01034, 121, 647, 239, 530, 118, 117
01035, 121, 647, 239, 530, 118, 117
01036, 121, 647, 239, 530, 118, 117
01037, 121, 647, 239, 530, 118, 117
01038, 121, 647, 239, 530, 118, 117
01039, 121, 636, 239, 518, 118, 118
01040, 109, 647, 227, 530, 118, 117
01041, 109, 647, 227, 530, 118, 117
01042, 109, 647, 227, 530, 118, 117
01043, 109, 647, 227, 530, 118, 117
01044, 109, 647, 227, 530, 118, 117
01045, 106, 650, 248, 509, 142, 141
01046, 106, 650, 248, 509, 142, 141
01047, 106, 650, 248, 509, 142, 141
01048, 106, 650, 248, 509, 142, 141
01049, 121, 659, 239, 541, 118, 118
01050, 121, 659, 239, 541, 118, 118
01051, 121, 659, 239, 541, 118, 118
01052, 121, 659, 239, 541, 118, 118
01053, 109, 659, 227, 541, 118, 118
01054, 109, 659, 227, 541, 118, 118
01055, 109, 659, 227, 541, 118, 118
01056, 109, 659, 227, 541, 118, 118
01057, 109, 659, 227, 541, 118, 118
01058, 121, 659, 239, 541, 118, 118
01059, 121, 659, 239, 541, 118, 118
01060, 121, 659, 239, 541, 118, 118
01061, 121, 659, 239, 541, 118, 118
01062, 121, 659, 239, 541, 118, 118
01063, 109, 659, 227, 541, 118, 118
01064, 109, 659, 227, 541, 118, 118
01065, 109, 659, 227, 541, 118, 118
01066, 109, 659, 227, 541, 118, 118
01067, 121, 659, 239, 541, 118, 118
01068, 121, 659, 239, 541, 118, 118
01069, 121, 659, 239, 541, 118, 118
01070, 121, 659, 239, 541, 118, 118
01071, 121, 659, 239, 541, 118, 118
01072, 120, 664, 262, 523, 142, 141
01073, 121, 659, 239, 541, 118, 118
01074, 133, 671, 251, 553, 118, 118
01075, 133, 659, 251, 541, 118, 118
01076, 133, 659, 251, 541, 118, 118
01077, 133, 659, 251, 541, 118, 118
01078, 133, 659, 251, 541, 118, 118
01079, 133, 659, 251, 541, 118, 118
01080, 121, 659, 239, 541, 118, 118
01081, 121, 659, 239, 541, 118, 118
01082, 121, 659, 239, 541, 118, 118
01083, 120, 664, 262, 523, 142, 141
01084, 121, 659, 239, 541, 118, 118
01085, 121, 659, 239, 541, 118, 118
01086, 121, 659, 239, 541, 118, 118
01087, 121, 659, 239, 541, 118, 118
01088, 121, 659, 239, 541, 118, 118
01089, 121, 659, 239, 541, 118, 118
01090, 121, 659, 239, 541, 118, 118
01091, 109, 659, 227, 541, 118, 118
01092, 109, 659, 227, 541, 118, 118
01093, 109, 659, 227, 541, 118, 118
01094, 109, 659, 227, 541, 118, 118
01095, 109, 659, 227, 541, 118, 118
01096, 109, 659, 227, 541, 118, 118
01097, 109, 659, 227, 541, 118, 118
01098, 109, 659, 227, 541, 118, 118
01099, 109, 659, 227, 541, 118, 118
01100, 109, 659, 227, 541, 118, 118
01101, 109, 659, 227, 541, 118, 118
01102, 109, 659, 227, 541, 118, 118
01103, 109, 659, 227, 541, 118, 118
01104, 109, 659, 227, 541, 118, 118
01105, 109, 659, 227, 541, 118, 118
01106, 121, 659, 239, 541, 118, 118
01107, 121, 659, 239, 541, 118, 118
01108, 121, 659, 239, 541, 118, 118
01109, 121, 659, 239, 541, 118, 118
01110, 121, 659, 239, 541, 118, 118
01111, 109, 647, 227, 530, 118, 117
01112, 109, 647, 227, 530, 118, 117
01113, 109, 647, 227, 530, 118, 117
01114, 109, 647, 227, 530, 118, 117
01115, 109, 647, 227, 530, 118, 117
01116, 109, 647, 227, 530, 118, 117
01117, 106, 650, 248, 509, 142, 141
01118, 106, 650, 248, 509, 142, 141
01119, 106, 650, 248, 509, 142, 141
01120, 106, 650, 248, 509, 142, 141
01121, 109, 647, 227, 530, 118, 117
01122, 92, 664, 233, 523, 141, 141
01123, 92, 664, 233, 523, 141, 141
01124, 92, 664, 233, 523, 141, 141
01125, 92, 664, 233, 523, 141, 141
01126, 109, 659, 227, 541, 118, 118
01127, 97, 659, 215, 541, 118, 118
01128, 97, 671, 215, 553, 118, 118
01129, 97, 671, 215, 553, 118, 118
01130, 109, 683, 227, 565, 118, 118
01131, 109, 683, 227, 565, 118, 118
01132, 77, 693, 219, 552, 142, 141
01133, 77, 693, 219, 552, 142, 141
01134, 97, 683, 215, 565, 118, 118
01136, 92, 693, 233, 552, 141, 141
01137, 92, 693, 233, 552, 141, 141
01138, 77, 707, 219, 566, 142, 141
01139, 77, 707, 219, 566, 142, 141
01140, 77, 707, 219, 566, 142, 141
01141, 77, 707, 219, 566, 142, 141
01142, 77, 707, 219, 566, 142, 141
01143, 77, 707, 219, 566, 142, 141
01145, 77, 707, 219, 566, 142, 141
01146, 77, 707, 219, 566, 142, 141
01147, 77, 707, 219, 566, 142, 141
01149, 77, 722, 219, 580, 142, 142
01150, 77, 722, 219, 580, 142, 142
01151, 109, 707, 227, 589, 118, 118
01152, 92, 707, 233, 566, 141, 141
01153, 92, 707, 233, 566, 141, 141
01154, 92, 722, 233, 580, 141, 142
01155, 92, 722, 233, 580, 141, 142
01156, 92, 722, 233, 580, 141, 142
01157, 109, 707, 227, 589, 118, 118
01158, 109, 707, 227, 589, 118, 118
01159, 109, 707, 227, 589, 118, 118
01160, 121, 707, 239, 589, 118, 118
01161, 109, 695, 227, 577, 118, 118
01162, 121, 683, 239, 565, 118, 118
01163, 121, 683, 239, 565, 118, 118
01164, 121, 683, 239, 565, 118, 118
01165, 121, 683, 239, 565, 118, 118
01166, 121, 683, 239, 565, 118, 118
01167, 106, 693, 248, 552, 142, 141
01168, 106, 693, 248, 552, 142, 141
01169, 121, 683, 239, 565, 118, 118
01170, 121, 683, 239, 565, 118, 118
01171, 121, 671, 239, 553, 118, 118
01172, 121, 683, 239, 565, 118, 118
01173, 121, 683, 239, 565, 118, 118
01174, 121, 671, 239, 553, 118, 118
01175, 121, 671, 239, 553, 118, 118
01176, 121, 647, 239, 530, 118, 117
01177, 106, 679, 248, 537, 142, 142
01178, 106, 679, 248, 537, 142, 142
01179, 120, 664, 262, 523, 142, 141
01180, 120, 664, 262, 523, 142, 141
01181, 120, 650, 262, 509, 142, 141
01182, 120, 650, 262, 509, 142, 141
01183, 120, 650, 262, 509, 142, 141
01184, 106, 636, 248, 494, 142, 142
01188, 121, 624, 239, 506, 118, 118
01189, 121, 624, 239, 506, 118, 118
01199, 109, 636, 227, 518, 118, 118
01200, 106, 664, 248, 523, 142, 141
01201, 106, 664, 248, 523, 142, 141
01202, 106, 664, 248, 523, 142, 141
01203, 106, 664, 248, 523, 142, 141
01204, 106, 664, 248, 523, 142, 141
01205, 106, 664, 248, 523, 142, 141
01206, 106, 664, 248, 523, 142, 141
01207, 97, 659, 215, 541, 118, 118
01208, 109, 647, 227, 530, 118, 117
01209, 109, 659, 227, 541, 118, 118
01210, 109, 671, 227, 553, 118, 118
01211, 97, 671, 215, 553, 118, 118
01212, 97, 671, 215, 553, 118, 118
01213, 106, 679, 248, 537, 142, 142
01214, 106, 679, 248, 537, 142, 142
01215, 106, 679, 248, 537, 142, 142
01216, 92, 693, 233, 552, 141, 141
01217, 92, 693, 233, 552, 141, 141
01218, 92, 707, 233, 566, 141, 141
01219, 106, 707, 248, 566, 142, 141
01220, 92, 707, 233, 566, 141, 141
01221, 106, 722, 248, 580, 142, 142
01222, 106, 722, 248, 580, 142, 142
01223, 92, 707, 233, 566, 141, 141
01224, 109, 719, 227, 601, 118, 118
01225, 92, 722, 233, 580, 141, 142
01226, 92, 750, 233, 609, 141, 141
01227, 92, 750, 233, 609, 141, 141
01228, 92, 736, 233, 595, 141, 141
01229, 92, 736, 233, 595, 141, 141
01230, 92, 750, 233, 609, 141, 141
01231, 92, 765, 233, 623, 141, 142
01232, 92, 765, 233, 623, 141, 142
01233, 92, 765, 233, 623, 141, 142
01234, 92, 750, 233, 609, 141, 141
01235, 92, 750, 233, 609, 141, 141
01236, 92, 750, 233, 609, 141, 141
01237, 92, 765, 233, 623, 141, 142
01238, 92, 765, 233, 623, 141, 142
01239, 97, 743, 215, 625, 118, 118
01240, 106, 765, 248, 623, 142, 142
01241, 106, 750, 248, 609, 142, 141
01242, 109, 731, 227, 613, 118, 118
01243, 121, 731, 239, 613, 118, 118
01244, 121, 731, 239, 613, 118, 118
01245, 121, 719, 239, 601, 118, 118
01246, 106, 722, 248, 580, 142, 142
01247, 92, 722, 233, 580, 141, 142
01248, 106, 707, 248, 566, 142, 141
01249, 106, 693, 248, 552, 142, 141
01250, 92, 679, 233, 537, 141, 142
01251, 120, 679, 262, 537, 142, 142
01252, 120, 664, 262, 523, 142, 141
01253, 106, 650, 248, 509, 142, 141
01254, 106, 636, 248, 494, 142, 142
01255, 92, 621, 233, 480, 141, 141
01256, 92, 621, 233, 480, 141, 141
01257, 106, 607, 248, 466, 142, 141
01258, 106, 593, 248, 451, 142, 142
01259, 92, 593, 233, 451, 141, 142
01260, 106, 578, 248, 437, 142, 141
01261, 121, 564, 239, 446, 118, 118
01262, 106, 564, 248, 423, 142, 141
01264, 121, 540, 239, 422, 118, 118
01265, 106, 550, 248, 408, 142, 142
01266, 106, 550, 248, 408, 142, 142
01267, 109, 528, 227, 410, 118, 118
01268, 106, 535, 248, 394, 142, 141
01269, 106, 535, 248, 394, 142, 141
01270, 106, 535, 248, 394, 142, 141
01271, 92, 521, 233, 380, 141, 141
01272, 92, 521, 233, 380, 141, 141
01273, 92, 521, 233, 380, 141, 141
01274, 106, 535, 248, 394, 142, 141
01275, 106, 535, 248, 394, 142, 141
01276, 121, 528, 239, 410, 118, 118
01277, 121, 528, 239, 410, 118, 118
01278, 109, 528, 227, 410, 118, 118
01279, 106, 550, 248, 408, 142, 142
01280, 109, 540, 227, 422, 118, 118
01281, 92, 564, 233, 423, 141, 141
01282, 92, 564, 233, 423, 141, 141
01283, 92, 578, 233, 437, 141, 141
01284, 106, 578, 248, 437, 142, 141
01285, 106, 593, 248, 451, 142, 142
01286, 109, 588, 227, 470, 118, 118
01287, 106, 607, 248, 466, 142, 141
01288, 106, 621, 248, 480, 142, 141
01289, 92, 636, 233, 494, 141, 142
01290, 121, 636, 239, 518, 118, 118
01291, 121, 647, 239, 530, 118, 117
01292, 121, 659, 239, 541, 118, 118
01293, 106, 679, 248, 537, 142, 142
01294, 120, 693, 262, 552, 142, 141
01295, 120, 693, 262, 552, 142, 141
01296, 106, 707, 248, 566, 142, 141
01297, 92, 707, 233, 566, 141, 141
01298, 106, 722, 248, 580, 142, 142
01299, 121, 719, 239, 601, 118, 118
01300, 121, 719, 239, 601, 118, 118
01301, 106, 750, 248, 609, 142, 141
01302, 92, 750, 233, 609, 141, 141
01303, 92, 750, 233, 609, 141, 141
01304, 92, 750, 233, 609, 141, 141
01305, 92, 765, 233, 623, 141, 142
01306, 92, 750, 233, 609, 141, 141
01307, 109, 743, 227, 625, 118, 118
01308, 106, 750, 248, 609, 142, 141
01309, 106, 750, 248, 609, 142, 141
01310, 106, 750, 248, 609, 142, 141
01311, 109, 743, 227, 625, 118, 118
01312, 109, 743, 227, 625, 118, 118
01313, 92, 750, 233, 609, 141, 141
01314, 92, 750, 233, 609, 141, 141
01315, 109, 731, 227, 613, 118, 118
01316, 109, 731, 227, 613, 118, 118
01317, 92, 736, 233, 595, 141, 141
01318, 92, 736, 233, 595, 141, 141
01319, 97, 719, 215, 601, 118, 118
01320, 109, 719, 227, 601, 118, 118
01321, 92, 722, 233, 580, 141, 142
01322, 121, 719, 239, 601, 118, 118
01323, 121, 707, 239, 589, 118, 118
01324, 121, 707, 239, 589, 118, 118
01325, 121, 707, 239, 589, 118, 118
01326, 109, 707, 227, 589, 118, 118
01327, 109, 707, 227, 589, 118, 118
01328, 97, 707, 215, 589, 118, 118
01329, 92, 722, 233, 580, 141, 142
01330, 92, 722, 233, 580, 141, 142
01331, 109, 719, 227, 601, 118, 118
01332, 109, 719, 227, 601, 118, 118
01333, 109, 719, 227, 601, 118, 118
01334, 92, 736, 233, 595, 141, 141
01335, 92, 736, 233, 595, 141, 141
01336, 92, 736, 233, 595, 141, 141
01337, 92, 736, 233, 595, 141, 141
01338, 92, 736, 233, 595, 141, 141
01339, 92, 736, 233, 595, 141, 141
01340, 109, 731, 227, 613, 118, 118
01341, 92, 736, 233, 595, 141, 141
01342, 92, 736, 233, 595, 141, 141
01343, 92, 736, 233, 595, 141, 141
01344, 92, 736, 233, 595, 141, 141
01345, 92, 736, 233, 595, 141, 141
01346, 92, 736, 233, 595, 141, 141
01347, 92, 736, 233, 595, 141, 141
01348, 92, 736, 233, 595, 141, 141
01349, 109, 719, 227, 601, 118, 118
01350, 109, 719, 227, 601, 118, 118
01351, 109, 719, 227, 601, 118, 118
01352, 109, 719, 227, 601, 118, 118
01353, 92, 722, 233, 580, 141, 142
01354, 92, 722, 233, 580, 141, 142
01355, 92, 722, 233, 580, 141, 142
01356, 92, 722, 233, 580, 141, 142
01357, 92, 722, 233, 580, 141, 142
01358, 92, 722, 233, 580, 141, 142
01359, 92, 722, 233, 580, 141, 142
01360, 92, 722, 233, 580, 141, 142
01361, 109, 707, 227, 589, 118, 118
01362, 109, 707, 227, 589, 118, 118
01363, 92, 722, 233, 580, 141, 142
01364, 92, 722, 233, 580, 141, 142
01365, 92, 722, 233, 580, 141, 142
01366, 92, 722, 233, 580, 141, 142
01367, 92, 722, 233, 580, 141, 142
01368, 92, 722, 233, 580, 141, 142
01369, 92, 722, 233, 580, 141, 142
01370, 92, 722, 233, 580, 141, 142
01371, 92, 722, 233, 580, 141, 142
01372, 92, 722, 233, 580, 141, 142
01373, 92, 722, 233, 580, 141, 142
01374, 92, 722, 233, 580, 141, 142
01375, 92, 722, 233, 580, 141, 142
01376, 92, 722, 233, 580, 141, 142
01377, 92, 722, 233, 580, 141, 142
01378, 92, 722, 233, 580, 141, 142
01379, 92, 722, 233, 580, 141, 142
01380, 109, 707, 227, 589, 118, 118
01381, 109, 707, 227, 589, 118, 118
01382, 106, 707, 248, 566, 142, 141
01383, 106, 707, 248, 566, 142, 141
01384, 92, 707, 233, 566, 141, 141
01385, 92, 707, 233, 566, 141, 141
01386, 92, 707, 233, 566, 141, 141
01387, 92, 707, 233, 566, 141, 141
01388, 92, 707, 233, 566, 141, 141
01389, 109, 695, 227, 577, 118, 118
01390, 109, 695, 227, 577, 118, 118
01391, 109, 695, 227, 577, 118, 118
01392, 109, 695, 227, 577, 118, 118
01393, 109, 695, 227, 577, 118, 118
01394, 109, 695, 227, 577, 118, 118
